Geo Point;Geo Shape;gares_id;nom_long;nom_so_gar;nom_su_gar;id_ref_ZdC;StopName;id_ref_ZdA;nom_ZdA;idrefliga;idrefligc;res_com;indice_lig;mode;tertrain;terrer;termetro;tertram;terval;exploitant;idf;principal;x;y;picto ligne;nom_iv
48.87793813782425, 2.283913993903496;"{""coordinates"": [2.283913993903496, 48.87793813782425], ""type"": ""Point""}";1847;Porte Maillot;;;71379;Neuilly Porte Maillot;490883;Porte Maillot (Palais des Congrès);A01757;C01679;TRAM 3b;3B;TRAMWAY;0;0;0;0;0;RATP;1;0;647480.32702;6864451.14998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987;Porte Maillot
48.88342328560661, 2.2880331154619915;"{""coordinates"": [2.288033115461992, 48.88342328560661], ""type"": ""Point""}";1845;Thérèse Pierre;;;490918;Thérèse Pierre;490888;Thérèse Pierre;A01757;C01679;TRAM 3b;3B;TRAMWAY;0;0;0;0;0;RATP;1;0;647787.925672;6865058.32771;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987;Thérèse Pierre
48.88597054515737, 2.2921354803495397;"{""coordinates"": [2.29213548034954, 48.88597054515737], ""type"": ""Point""}";1844;Porte de Champerret​;;;71450;Porte de Champerret;490891;Porte de Champerret;A01757;C01679;TRAM 3b;3B;TRAMWAY;0;0;0;0;0;RATP;1;0;648091.303598;6865338.86132;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987;Porte de Champerret​
48.8831359021221, 2.44082220524926;"{""coordinates"": [2.44082220524926, 48.8831359021221], ""type"": ""Point""}";1854;Romainville - Carnot;;;71947;Romainville - Carnot;490765;Romainville - Carnot;A01544;C01381;METRO 11;11;METRO;0;0;0;0;0;RATP;1;0;658992.2707;6864936.1841;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94;Romainville - Carnot
48.75955015404931, 2.366485372253663;"{""coordinates"": [2.366485372253663, 48.75955015404931], ""type"": ""Point""}";1862;Chevilly - Larue;Marché International;;73753;Chevilly-Larue;490836;Chevilly-Larue​ (Marché International​);A01547;C01384;METRO 14;14;METRO;0;0;0;0;0;RATP;1;0;653430.5844;6851236.1098;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;Chevilly - Larue
48.77531361288962, 2.3543649431994953;"{""coordinates"": [2.354364943199495, 48.77531361288962], ""type"": ""Point""}";1861;L'Haÿ - les - Roses;;;69974;L'Haÿ-les-Roses;490838;L'Haÿ-les-Roses;A01547;C01384;METRO 14;14;METRO;0;0;0;0;0;RATP;1;0;652553.9666;6852995.9473;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;L'Haÿ - les - Roses
48.91746894101899, 2.3465446215359846;"{""coordinates"": [2.346544621535985, 48.91746894101899], ""type"": ""Point""}";1865;Saint-Denis – Pleyel;;;490784;Saint-Denis – Pleyel;490775;Saint-Denis – Pleyel;A01547;C01384;METRO 14;14;METRO;0;0;METRO 14;0;0;RATP;1;0;652110.0928;6868806.9563;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;Saint-Denis – Pleyel
48.84737487872935, 2.3954619948327402;"{""coordinates"": [2.39546199483274, 48.84737487872935], ""type"": ""Point""}";585;Nation;;;71673;Nation;473875;Nation;A01539;C01376;METRO 6;6;METRO;0;0;METRO 6;0;0;RATP;1;0;655635.364;6860984.3345;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Nation
48.89425226223873, 2.313772157405782;"{""coordinates"": [2.313772157405782, 48.89425226223873], ""type"": ""Point""}";689;Porte de Clichy;;;71545;Porte de Clichy;44514;Porte de Clichy;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;649685.914;6866245.7339;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Porte de Clichy
48.729550722662786, 2.3682641286195816;"{""coordinates"": [2.368264128619582, 48.729550722662786], ""type"": ""Point""}";1158;Aéroport d'Orly;;;63278;Aéroport Orly 4 (Terminal Sud);473873;Aéroport Orly 4 (Terminal Sud);A02134;C01774;TRAM 7;7;TRAMWAY;0;0;0;0;0;RATP;1;0;653534.6524;6847899.7117;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0;Aéroport d'Orly
48.8921233638325, 2.2372135364577135;"{""coordinates"": [2.237213536457713, 48.8921233638325], ""type"": ""Point""}";413;La Défense;Grande Arche;;71517;La Défense (Grande Arche);470549;La Défense;A01192;C01390;TRAM 2;2;TRAMWAY;0;0;0;0;0;RATP;1;0;644070.5305;6866060.5177;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886;La Défense
48.87949310793359, 2.3885668704791967;"{""coordinates"": [2.388566870479197, 48.87949310793359], ""type"": ""Point""}";93;Botzaris;;;71906;Botzaris;42369;Botzaris;A01550;C01387;METRO 7bis;7b;METRO;0;0;0;0;0;RATP;1;0;655157.0227;6864559.5325;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/53a6369ab3772b0115d7c675f45329d2;Botzaris
48.852168369650244, 2.3896255399759547;"{""coordinates"": [2.389625539975955, 48.852168369650244], ""type"": ""Point""}";98;Rue des Boulets;;;71694;Rue des Boulets;425987;Rue des Boulets;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;655211.1784;6861520.6226;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Rue des Boulets
48.86698310944948, 2.290058833580487;"{""coordinates"": [2.290058833580487, 48.86698310944948], ""type"": ""Point""}";84;Boissière;;;71301;Boissière;42359;Boissière;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;647920.0417;6863228.9677;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Boissière
48.84699703133652, 2.2950191304763616;"{""coordinates"": [2.295019130476362, 48.84699703133652], ""type"": ""Point""}";43;Avenue Émile Zola;;;71158;Avenue Émile Zola;42265;Avenue Émile Zola;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;648264.0691;6861003.4431;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Avenue Émile Zola
48.85343696230164, 2.368736572626169;"{""coordinates"": [2.368736572626169, 48.85343696230164], ""type"": ""Point""}";55;Bastille;;;463564;Bastille;42288;Bastille;A01538;C01375;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653679.5214;6861673.7301;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Bastille
48.87184879466127, 2.3765936840968225;"{""coordinates"": [2.376593684096822, 48.87184879466127], ""type"": ""Point""}";60;Belleville;;;71853;Belleville;42311;Belleville;A01544;C01381;METRO 11;11;METRO;0;0;0;0;0;RATP;1;0;654272.2072;6863716.401;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94;Belleville
48.88181610818685, 2.394012398359364;"{""coordinates"": [2.394012398359364, 48.88181610818685], ""type"": ""Point""}";232;Danube;;;71930;Danube;42822;Danube;A01550;C01387;METRO 7bis;7b;METRO;0;0;0;0;0;RATP;1;0;655558.3764;6864814.7578;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/53a6369ab3772b0115d7c675f45329d2;Danube
48.85043454901342, 2.2936124371878033;"{""coordinates"": [2.293612437187803, 48.85043454901342], ""type"": ""Point""}";245;Dupleix;;;71197;Dupleix;42871;Dupleix;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;648164.2592;6861386.5825;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Dupleix
48.8465346367312, 2.2859992220590075;"{""coordinates"": [2.285999222059008, 48.8465346367312], ""type"": ""Point""}";155;Charles Michels;;;71156;Charles Michels;42557;Charles Michels;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;647601.6845;6860957.9773;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Charles Michels
48.84445639456913, 2.440439978057246;"{""coordinates"": [2.440439978057246, 48.84445639456913], ""type"": ""Point""}";160;Château de Vincennes;;;71634;Château de Vincennes;42582;Château de Vincennes;A01534;C01371;METRO 1;1;METRO;0;0;METRO 1;0;0;RATP;1;0;658933.7619;6860635.4943;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;Château de Vincennes
48.83494772325454, 2.3681263304132094;"{""coordinates"": [2.368126330413209, 48.83494772325454], ""type"": ""Point""}";183;Chevaleret;;;73651;Chevaleret;45267;Chevaleret;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;653618.2929;6859618.2658;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Chevaleret
48.857477982529346, 2.3515775629949967;"{""coordinates"": [2.351577562994997, 48.857477982529346], ""type"": ""Point""}";352;Hôtel de Ville;;;415852;Hôtel de Ville de Paris - 4ème Arrondissement;470524;Hôtel de Ville;A01534;C01371;METRO 1;1;METRO;0;0;0;0;0;RATP;1;0;652424.1554;6862133.2583;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;Hôtel de Ville
48.8647940649002, 2.2941620153942797;"{""coordinates"": [2.29416201539428, 48.8647940649002], ""type"": ""Point""}";359;Iéna;;;71294;Iéna;43395;Iéna;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;648218.8596;6862982.8661;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Iéna
48.85250409151217, 2.2681767494233314;"{""coordinates"": [2.268176749423331, 48.85250409151217], ""type"": ""Point""}";372;Jasmin;;;73657;Jasmin;43423;Jasmin;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;646299.9369;6861633.6925;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Jasmin
48.84595066575015, 2.355050264434754;"{""coordinates"": [2.355050264434754, 48.84595066575015], ""type"": ""Point""}";384;Jussieu;;;71148;Jussieu;43493;Jussieu;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;652668.4785;6860849.4398;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Jussieu
48.81530753120022, 2.2970777969729843;"{""coordinates"": [2.297077796972984, 48.81530753120022], ""type"": ""Point""}";505;Malakoff - Rue Étienne Dolet;;;70562;Malakoff - Étienne Dolet;44069;Malakoff Rue Étienne Dolet;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;648383.7761;6857478.6018;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Malakoff - Rue Étienne Dolet
48.89048545474661, 2.359995766394621;"{""coordinates"": [2.359995766394621, 48.89048545474661], ""type"": ""Point""}";519;Marx Dormoy;;;71510;Marx Dormoy;44113;Marx Dormoy;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;0;653071.5478;6865798.4226;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Marx Dormoy
48.84524756545478, 2.261623492404886;"{""coordinates"": [2.261623492404886, 48.84524756545478], ""type"": ""Point""}";544;Michel Ange-Molitor;;;73658;Michel-Ange - Molitor;44139;Michel-Ange - Molitor;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;645811.5379;6860831.3205;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Michel Ange-Molitor
48.84505817231375, 2.2617451249636717;"{""coordinates"": [2.261745124963672, 48.84505817231375], ""type"": ""Point""}";545;Michel Ange-Molitor;;;73658;Michel-Ange - Molitor;44139;Michel-Ange - Molitor;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;645820.2672;6860810.1786;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Michel Ange-Molitor
48.84713100819624, 2.2727637533161595;"{""coordinates"": [2.27276375331616, 48.84713100819624], ""type"": ""Point""}";547;Mirabeau;;;71162;Mirabeau;45430;Mirabeau;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;646631.0122;6861033.1517;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Mirabeau
48.87376998959543, 2.31445603617697;"{""coordinates"": [2.31445603617697, 48.87376998959543], ""type"": ""Point""}";548;Miromesnil;;;71346;Miromesnil;43511;Miromesnil;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;649716.2811;6863967.8011;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Miromesnil
48.88101649749112, 2.272238940611057;"{""coordinates"": [2.272238940611057, 48.88101649749112], ""type"": ""Point""}";463;Les Sablons;Jardin d’Acclimatation;;425779;Les Sablons;43785;Les Sablons;A01534;C01371;METRO 1;1;METRO;0;0;0;0;0;RATP;1;0;646627.2261;6864801.2694;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;Les Sablons
48.87963476065682, 2.3270222008895027;"{""coordinates"": [2.327022200889503, 48.87963476065682], ""type"": ""Point""}";467;Liège;;;71382;Liège;43814;Liège;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;650643.5277;6864611.9937;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Liège
48.90323367878661, 2.306010915009083;"{""coordinates"": [2.306010915009083, 48.90323367878661], ""type"": ""Point""}";491;Mairie de Clichy;;;72118;Mairie de Clichy;44012;Mairie de Clichy;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;649125.6534;6867249.3956;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Mairie de Clichy
48.91196489788089, 2.3339248904797145;"{""coordinates"": [2.333924890479715, 48.91196489788089], ""type"": ""Point""}";493;Mairie de Saint-Ouen;;;72168;Mairie de Saint-Ouen;43969;Mairie de Saint-Ouen;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;651180.0871;6868202.6512;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Mairie de Saint-Ouen
48.83111266037533, 2.3297050126201846;"{""coordinates"": [2.329705012620185, 48.83111266037533], ""type"": ""Point""}";573;Mouton-Duvernet;;;73653;Mouton Duvernet;44183;Mouton Duvernet;A01537;C01374;METRO 4;4;METRO;0;0;0;0;0;RATP;1;0;650794.4816;6859215.1047;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Mouton-Duvernet
48.85193594203498, 2.340613006406504;"{""coordinates"": [2.340613006406504, 48.85193594203498], ""type"": ""Point""}";604;Odéon;;;73618;Odéon;58716;Odéon;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;651614.54;6861523.6957;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Odéon
48.86993903518653, 2.332592489355912;"{""coordinates"": [2.332592489355912, 48.86993903518653], ""type"": ""Point""}";607;Opéra;;;71337;Opéra;42237;Opéra;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;651042.9327;6863530.4308;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Opéra
48.829746119994304, 2.231028100202621;"{""coordinates"": [2.231028100202621, 48.829746119994304], ""type"": ""Point""}";671;Pont de Sèvres;;;70698;Pont de Sèvres;44481;Pont de Sèvres;A01542;C01379;METRO 9;9;METRO;0;0;METRO 9;0;0;RATP;1;0;643549.4672;6859129.1796;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Pont de Sèvres
48.84706613315245, 2.3074022406196404;"{""coordinates"": [2.30740224061964, 48.84706613315245], ""type"": ""Point""}";791;Ségur;;;71157;Ségur;51612;Ségur;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;649172.8635;6861003.0844;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Ségur
48.82779554349536, 2.305534669653895;"{""coordinates"": [2.305534669653895, 48.82779554349536], ""type"": ""Point""}";700;Porte de Vanves;;;71006;Porte de Vanves;44526;Porte de Vanves;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;649016.968;6858861.6144;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Porte de Vanves
48.82341162898739, 2.3255756362122453;"{""coordinates"": [2.325575636212245, 48.82341162898739], ""type"": ""Point""}";706;Porte d'Orléans;;;70657;Porte d'Orléans;44508;Porte d'Orléans (Général Leclerc);A01537;C01374;METRO 4;4;METRO;0;0;0;0;0;RATP;1;0;650484.043;6858361.4233;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Porte d'Orléans
48.86120499033039, 2.353495741491146;"{""coordinates"": [2.353495741491146, 48.86120499033039], ""type"": ""Point""}";721;Rambuteau;Centre Georges Pompidou;;71273;Rambuteau;44593;Rambuteau;A01544;C01381;METRO 11;11;METRO;0;0;0;0;0;RATP;1;0;652568.2853;6862546.5161;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94;Rambuteau
48.86702678847436, 2.364247995104706;"{""coordinates"": [2.364247995104706, 48.86702678847436], ""type"": ""Point""}";730;République;;;71311;République;44617;République;A01536;C01373;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;653362.3347;6863187.4494;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;République
48.86782709972698, 2.3637404371950392;"{""coordinates"": [2.363740437195039, 48.86782709972698], ""type"": ""Point""}";731;République;;;71311;République;44617;République;A01538;C01375;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653325.819;6863276.7379;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;République
48.86394013069539, 2.2784416488331494;"{""coordinates"": [2.278441648833149, 48.86394013069539], ""type"": ""Point""}";751;Rue de la Pompe;Avenue Georges Mandel;;71292;Rue de la Pompe;44461;Rue de la Pompe;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;647064.7583;6862898.3399;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Rue de la Pompe
48.87210144213156, 2.4045149423791043;"{""coordinates"": [2.404514942379104, 48.87210144213156], ""type"": ""Point""}";764;Saint-Fargeau;;;71860;Saint-Fargeau;44864;Saint-Fargeau;A01549;C01386;METRO 3bis;3bis;METRO;0;0;0;0;0;RATP;1;0;656320.4457;6863728.6864;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/84385f6415d8d60e0a135171e93312a5;Saint-Fargeau
48.85144170744032, 2.314408121472487;"{""coordinates"": [2.314408121472487, 48.85144170744032], ""type"": ""Point""}";765;Saint-François-Xavier;;;71204;Saint-François Xavier;45139;Saint-François Xavier;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;649691.21;6861485.1181;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Saint-François-Xavier
48.87817339105656, 2.337857510381017;"{""coordinates"": [2.337857510381017, 48.87817339105656], ""type"": ""Point""}";766;Saint-Georges;;;71366;Saint-Georges;44867;Saint-Georges;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;0;651436.8124;6864442.7809;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Saint-Georges
48.83842729696758, 2.360967167698855;"{""coordinates"": [2.360967167698855, 48.83842729696758], ""type"": ""Point""}";773;Saint-Marcel;;;71092;Saint-Marcel;44875;Saint-Marcel;A01538;C01375;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653095.9282;6860009.3865;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Saint-Marcel
48.848816373369594, 2.3212578628937472;"{""coordinates"": [2.321257862893747, 48.848816373369594], ""type"": ""Point""}";871;Vaneau;;;71170;Vaneau;45116;Vaneau;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;650191.3229;6861188.8642;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Vaneau
48.85687137924919, 2.315056637317088;"{""coordinates"": [2.315056637317088, 48.85687137924919], ""type"": ""Point""}";873;Varenne;;;71232;Varenne;45131;Varenne;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;649744.034;6862088.4335;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Varenne
48.78756279294567, 2.367804105603498;"{""coordinates"": [2.367804105603498, 48.78756279294567], ""type"": ""Point""}";897;Villejuif - Louis Aragon;;;70143;Villejuif Louis Aragon;45049;Villejuif Louis Aragon;A01540;C01377;METRO 7;7;METRO;0;0;METRO 7;0;0;RATP;1;0;653552.4583;6854349.8693;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Villejuif - Louis Aragon
48.90656714598029, 2.3659203194009595;"{""coordinates"": [2.365920319400959, 48.90656714598029], ""type"": ""Point""}";1073;Front Populaire;Aubervilliers;;74041;Front Populaire;58497;Front Populaire;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;1;653520.3175;6867583.1321;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Front Populaire
48.89724528809305, 2.3595078688155935;"{""coordinates"": [2.359507868815593, 48.89724528809305], ""type"": ""Point""}";691;Porte de la Chapelle;;;72064;Porte de La Chapelle;473459;Porte de La Chapelle;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;0;653041.8705;6866550.3731;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Porte de la Chapelle
48.861168864595705, 2.3672108677856154;"{""coordinates"": [2.367210867785615, 48.861168864595705], ""type"": ""Point""}";780;Saint-Sébastien-Froissart;;;71777;Saint-Sébastien Froissart;45208;Saint-Sébastien Froissart;A01541;C01378;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;653574.4613;6862534.3481;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Saint-Sébastien-Froissart
48.8762727026041, 2.3580579070747385;"{""coordinates"": [2.358057907074739, 48.8762727026041], ""type"": ""Point""}";315;Gare de l'Est;;;71359;Gare de l'Est;43138;Gare de l'Est;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;1;652916.6087;6864219.2028;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Gare de l'Est
48.860786963526714, 2.3209981919540845;"{""coordinates"": [2.320998191954085, 48.860786963526714], ""type"": ""Point""}";30;Assemblée Nationale;;;73642;Assemblée Nationale / Lille - Université;45704;Assemblée Nationale;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;0;650183.7135;6862520.0466;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Assemblée Nationale
48.8653353181603, 2.416697272847641;"{""coordinates"": [2.416697272847641, 48.8653353181603], ""type"": ""Point""}";300;Gallieni;Parc de Bagnolet;;71817;Gallieni;47890;Gallieni;A01536;C01373;METRO 3;3;METRO;0;0;METRO 3;0;0;RATP;1;0;657208.4603;6862969.6695;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Gallieni
